model.rxnNames	ecST6512_avg	ecST6512_std	ecOKYL029_avg	ecOKYL029_std	ecJFYL07_avg	ecJFYL07_std	ecJFYL14_avg	ecJFYL14_std	ecJFYL18_avg	ecJFYL18_std
hexokinase (D-fructose:ATP)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hexokinase (D-glucose:ATP)	1.00008086	0.00117029	1.00007727	0.00120165	1.00010955	0.00139737	1.00019973	0.00241308	1.00011059	0.00147692
hexokinase (D-mannose:ATP)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
histidinol dehydrogenase	0.00490044	0.00004642	0.00432411	0.00003682	0.00329026	0.00004027	0.00453500	0.00003903	0.00397838	0.00004250
histidinol-phosphatase	0.00490044	0.00004642	0.00432411	0.00003682	0.00329026	0.00004027	0.00453500	0.00003903	0.00397838	0.00004250
histidinol-phosphate transaminase	0.00490044	0.00004642	0.00432411	0.00003682	0.00329026	0.00004027	0.00453500	0.00003903	0.00397838	0.00004250
histidyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
histidyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hnRNP arginine N-methyltransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
homoacontinate hydratase	0.02501965	0.00026236	0.02211913	0.00060374	0.01691667	0.00053928	0.02319601	0.00055829	0.02031532	0.00023590
homocitrate synthase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
homocysteine S-methyltransferase	0.00000360	0.00007704	0.00000393	0.00007789	0.00000518	0.00008930	0.00000533	0.00010136	0.00000314	0.00007246
homoisocitrate dehydrogenase	0.02501965	0.00026236	0.02211913	0.00060374	0.01691667	0.00053928	0.02319601	0.00055829	0.02031532	0.00023590
homoserine dehydrogenase (NADP)	0.03174980	0.00211045	0.03148950	0.00362179	0.02122437	0.00110690	0.02936252	0.00210419	0.03979707	0.00068123
homoserine kinase	0.02727191	0.00235931	0.02757180	0.00372217	0.01821509	0.00130592	0.02524641	0.00226812	0.03616452	0.00108795
homoserine O-trans-acetylase	0.00447789	0.00100170	0.00391770	0.00077836	0.00300928	0.00068614	0.00411610	0.00085666	0.00363256	0.00081405
hydrogen peroxide reductase (thioredoxin)	0.00004294	0.00091193	0.00003840	0.00090549	0.00007011	0.00156640	0.00003807	0.00121835	0.00002330	0.00084030
hydrogen peroxide reductase (thioredoxin)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hydrogen peroxide reductase (thioredoxin)	0.00004328	0.00091141	0.00002717	0.00067312	0.00001472	0.00051939	0.00003987	0.00090268	0.00003081	0.00095052
hydroxyacylglutathione hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hydroxyacylglutathione hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hydroxybenzoate octaprenyltransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hydroxyethylthiazole kinase	0.00001718	0.00022542	0.00001292	0.00019493	0.00001408	0.00019475	0.00002840	0.00038581	0.00001822	0.00026234
hydroxymethylbilane synthase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
hydroxymethylglutaryl CoA reductase	0.03261540	0.00622616	0.01054073	0.00104067	0.01168852	0.00074533	0.01608181	0.00086334	0.02037669	0.00521839
hydroxymethylglutaryl CoA synthase	0.00025351	0.00268192	0.00008916	0.00099966	0.00245691	0.00115971	0.00313803	0.00237324	0.00019031	0.00194053
hydroxymethylglutaryl CoA synthase	0.03228414	0.00694172	0.01042103	0.00137951	0.00919042	0.00122869	0.01258302	0.00289820	0.02004843	0.00548027
hydroxymethylpyrimidine kinase (ATP)	0.00001718	0.00022542	0.00001292	0.00019493	0.00001408	0.00019475	0.00002840	0.00038581	0.00001822	0.00026234
hypoxanthine phosphoribosyltransferase (Hypoxanthine)	0.00000247	0.00005271	0.00000234	0.00004987	0.00000295	0.00006582	0.00000286	0.00007645	0.00000306	0.00007198
Imidazole-glycerol-3-phosphate synthase	0.00490044	0.00004642	0.00432411	0.00003682	0.00329026	0.00004027	0.00453500	0.00003903	0.00397838	0.00004250
imidazoleglycerol-phosphate dehydratase	0.00490044	0.00004642	0.00432411	0.00003682	0.00329026	0.00004027	0.00453500	0.00003903	0.00397838	0.00004250
IMP dehydrogenase	0.00551770	0.00031890	0.00485177	0.00018193	0.00368382	0.00008398	0.00507246	0.00009788	0.00454112	0.00035018
indole-3-glycerol-phosphate synthase	0.00959053	0.00346905	0.00433081	0.00103669	0.00587602	0.00243405	0.00589438	0.00092660	0.00035927	0.00091680
inorganic diphosphatase	0.00701094	0.04180822	0.00354440	0.02749705	0.00246384	0.02166096	0.00580822	0.03916336	0.00343172	0.02787191
inorganic diphosphatase	0.26934688	0.04391660	0.23723893	0.02994934	0.18930076	0.02298874	0.25852289	0.04289846	0.22270833	0.02965706
inosine monophosphate cyclohydrolase	0.01637269	0.00035192	0.01443014	0.00021818	0.01097209	0.00014996	0.01511795	0.00015680	0.01335365	0.00037053
inositol-1,3,4,5,6-pentakisphosphate 2-kinase	0.00000646	0.00009944	0.00000649	0.00011139	0.00000981	0.00014429	0.00000727	0.00013447	0.00000447	0.00008439
inositol-1,3,4,5-triphosphate 6-kinase, nucleus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
inositol-1,4,5-triphosphate 6-kinase, nucleus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
inositol-1,4,5-trisphosphate 3-kinase, nucleus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
IPS phospholipase C	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
isocitrate dehydrogenase (NAD+)	0.41206880	0.00432058	0.45632506	0.00607984	0.61237071	0.00920790	0.26643267	0.01585758	0.46583732	0.00286589
isocitrate dehydrogenase (NADP)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
isocitrate dehydrogenase (NADP+), peroxisomal	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
isocitrate lyase	0.03962681	0.00160185	0.01932896	0.00130894	0.06672658	0.00415442	0.05353827	0.01939852	0.00000000	0.00000000
isoleucine transaminase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
isoleucine transaminase	-0.00823692	0.00007803	-0.00726820	0.00006189	-0.00553044	0.00006769	-0.00762266	0.00006561	-0.00668708	0.00007144
isoleucyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
isoleucyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
isopentenyl-diphosphate D-isomerase	0.00392556	0.00003719	0.00346388	0.00002950	0.00387464	0.00004743	0.00534045	0.00004596	0.00468498	0.00005005
itaconate-CoA ligase (ADP-forming)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)	0.00823692	0.00007803	0.00726820	0.00006189	0.00553044	0.00006769	0.00762266	0.00006561	0.00668708	0.00007144
kynureninase	0.00939462	0.00346926	0.00415795	0.00103678	0.00574448	0.00243410	0.00571308	0.00092659	0.00020023	0.00091674
kynurenine 3-monooxygenase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-4-hydroxyglutamate semialdehyde dehydrogenase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000000	0.00000000	0.00000000	0.00000000
L-alanine transaminase	-0.00130045	0.00827301	-0.00175608	0.01040335	-0.00233482	0.01231760	-0.00090171	0.00908374	-0.00147359	0.01019912
L-allo-threonine aldolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-allo-threonine dehydrogenase	0.00000000	0.00000000	-0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-aminoadipate-semialdehyde dehydrogenase (NADPH)	0.02501755	0.00025686	0.02211602	0.00060073	0.01690998	0.00053615	0.02318961	0.00055075	0.02031165	0.00023044
L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-hydroxyproline reductase (NADP)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-lactaldehyde:NADP+ 1-oxidoreductase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-serine deaminase	0.00046620	0.00549280	0.00006036	0.00134256	0.00014169	0.00239240	0.01105204	0.00291529	0.00023707	0.00475111
L-serine dehydrogenase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-sorbitol dehydrogenase (L-sorbose-producing)	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
L-threonine deaminase	0.00770804	0.00125659	0.00685041	0.00097146	0.00519930	0.00076467	0.00718028	0.00103893	0.00627306	0.00097413
L-threonine deaminase	0.00007386	0.00076675	0.00004984	0.00059383	0.00002290	0.00035281	0.00004915	0.00060326	0.00004740	0.00055691
L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)	0.00939462	0.00346926	0.00415795	0.00103678	0.00574448	0.00243410	0.00571308	0.00092659	0.00020023	0.00091674
lactaldehyde dehydrogenase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
lactoylglutathione lyase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
lanosterol synthase	0.00196278	0.00001859	0.00173194	0.00001475	0.00193732	0.00002371	0.00267023	0.00002298	0.00234249	0.00002503
leucine transaminase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leucine transaminase	-0.01769420	0.00016762	-0.01561323	0.00013295	-0.01188026	0.00014542	-0.01637467	0.00014093	-0.01436489	0.00015347
leucyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leucyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leukotriene A4 hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leukotriene A4 hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leukotriene A4 hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leukotriene A4 hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leukotriene A4 hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
leukotriene A4 hydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
lysophosphatidylcholine acyltransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
lysyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
lysyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
malate dehydrogenase	1.97979611	0.03118656	1.92337798	0.02965528	1.79563099	0.03897517	3.08978780	0.07570473	2.38743415	0.03943234
malate dehydrogenase, cytoplasmic	-1.58323433	0.03278896	-1.50671045	0.02816516	-1.45637402	0.04866491	-2.81027042	0.08226519	-1.97472980	0.04227742
malate dehydrogenase, peroxisomal	-0.00235374	0.00640004	-0.00171957	0.00518467	-0.00168308	0.00471114	-0.00193600	0.00545988	-0.00277519	0.00823155
malate synthase	0.00837472	0.00472075	0.00028266	0.00237730	0.04573305	0.00896535	0.02822392	0.02077102	0.00002477	0.00030673
malate synthase	0.00133300	0.00347519	0.00004946	0.00073982	0.00171732	0.00508932	0.00161754	0.00516903	0.00000649	0.00015608
malic enzyme (NAD)	0.05598065	0.01086942	0.05006062	0.01368712	0.13396683	0.02975434	0.05135969	0.01483004	0.04885649	0.01940233
malonyl-CoA-ACP transacylase	0.00000000	0.00000000	-0.00000000	0.00000000	0.00000000	0.00000000	-0.00000000	0.00000000	0.00000000	0.00000000
mannose-1-phosphate guanylyltransferase	0.02145040	0.00020321	0.01892768	0.00016118	0.01440225	0.00017629	0.01985076	0.00017085	0.01741434	0.00018605
mannose-6-phosphate isomerase	-0.02145040	0.00020321	-0.01892768	0.00016118	-0.01440225	0.00017629	-0.01985076	0.00017085	-0.01741434	0.00018605
methenyltetrahydrifikate cyclohydrolase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	-0.00000000	0.00000000
methenyltetrahydrofolate cyclohydrolase	0.01642247	0.00079318	0.01616091	0.00040147	0.01098050	0.00100278	0.01684270	0.00052762	0.01473006	0.00039371
methionine adenosyltransferase	0.00585173	0.00009607	0.00516428	0.00009098	0.00577752	0.00011264	0.00796141	0.00012330	0.00698271	0.00010307
methionine synthase	0.00987101	0.00009351	0.00871010	0.00007417	0.00847338	0.00010372	0.01167895	0.00010052	0.01024551	0.00010946
methionyl-tRNA formyltransferase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
methionyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
methionyl-tRNA synthetase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
methylenetetrahydrofolate dehydrogenase (NAD)	0.01704344	0.00477843	0.01811173	0.00425900	0.00822091	0.00522178	0.01776976	0.00476822	0.02307935	0.00934645
methylenetetrahydrofolate dehydrogenase (NADP)	-0.00010739	0.00453083	0.00063403	0.00414720	0.00302019	0.00541538	-0.00028232	0.00451720	-0.00138894	0.00927138
methylenetetrahydrofolate dehydrogenase (NADP)	-0.00000000	0.00000000	-0.00000000	0.00000000	-0.00000000	0.00000000	-0.00000000	0.00000000	-0.00000000	0.00000000
methylisocitrate lyase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
mevalonate kinase (atp)	0.00015359	0.00120217	0.00012009	0.00101426	0.00017845	0.00139356	0.00022219	0.00182752	0.00020794	0.00166527
mevalonate kinase (ctp)	0.01154137	0.00152554	0.01018353	0.00135122	0.01135485	0.00171469	0.01565635	0.00235244	0.01375919	0.00199042
mevalonate kinase (gtp)	0.00005644	0.00077595	0.00004874	0.00068130	0.00003656	0.00064595	0.00007291	0.00107299	0.00004315	0.00076304
mevalonate kinase (UTP)	0.00002526	0.00053982	0.00003928	0.00059799	0.00005406	0.00077965	0.00006991	0.00105242	0.00004466	0.00078887
mevalonate pyrophoshate decarboxylase	0.01177667	0.00011156	0.01039165	0.00008849	0.01162392	0.00014228	0.01602136	0.00013789	0.01405495	0.00015016
myo-inositol 1-phosphatase	0.00032742	0.00000310	0.00028891	0.00000246	0.00032317	0.00000396	0.00044543	0.00000383	0.00039076	0.00000417
myo-inositol-1-phosphate synthase	0.00032742	0.00000310	0.00028891	0.00000246	0.00032317	0.00000396	0.00044543	0.00000383	0.00039076	0.00000417
N-acetyl-g-glutamyl-phosphate reductase	0.01228569	0.00109836	0.01039074	0.00166622	0.00769336	0.00032140	0.01066007	0.00079826	0.01178943	0.00269984
N-acetylglucosamine-6-phosphate synthase	0.07900559	0.00090764	0.06987667	0.00295357	0.05309204	0.00171027	0.07330256	0.00435885	0.06429019	0.00317378
N-acteylglutamate synthase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
N-formyl-L-kynurenine amidohydrolase	0.00939462	0.00346926	0.00415795	0.00103678	0.00574448	0.00243410	0.00571308	0.00092659	0.00020023	0.00091674
NAD diphosphatase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NAD kinase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NAD kinase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NAD nucleosidase nuclear	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NAD synthase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NAD synthase	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
NADH dehydrogenase, cytosolic/mitochondrial	0.00000251	0.00012556	0.00000508	0.00020753	0.00001183	0.00032468	0.00001635	0.00051686	0.00001106	0.00034964
