YALI0;YALI1
YALI0B21890g;YALI1_B28499g
YALI0B21912g;YALI1_B28511g
YALI0B21925g;YALI1_B28544g
YALI0B21978g;YALI1_B28572g
YALI0B22000g;YALI1_B28584g
YALI0B22022r;YALI1_B28591r
YALI0B22044r;YALI1_B28609r
YALI0B22066g;YALI1_B28659g
YALI0B22088g;YALI1_B28735g
YALI0B22110g;YALI1_B28744g
;YALI1_B28766g
YALI0B22125g;YALI1_B28781g
YALI0B22132g;YALI1_B28789g
YALI0B22154g;YALI1_B28830g
;YALI1_B28895g
YALI0B22176g;YALI1_B28933g
;YALI1_B28990g
YALI0B22198g;YALI1_B29008g
YALI0B22220g;YALI1_B29037g
YALI0B22242g;YALI1_B29051g
YALI0B22264g;YALI1_B29080g
YALI0B22286g;YALI1_B29108g
YALI0B22308g;YALI1_B29133g
YALI0B22330g;YALI1_B29153g
YALI0B22352r;YALI1_B29170r
YALI0B22374g;YALI1_B29191g
YALI0B22396g;YALI1_B29202g
YALI0B22418g;YALI1_B29227g
YALI0B22440g;YALI1_B29243g
YALI0B22462g;YALI1_B29266g
YALI0B22484g;YALI1_B29310g
;YALI1_B29360g
;YALI1_B29364g
YALI0B22506g;YALI1_B29419g
;YALI1_B29436g
YALI0B22528g;YALI1_B29446g
YALI0B22550g;YALI1_B29483g
YALI0B22572g;YALI1_B29505g
YALI0B22594g;YALI1_B29507g
YALI0B22616g;YALI1_B29528g
YALI0B22638g;YALI1_B29539g
YALI0B22660g;YALI1_B29548g
YALI0B22682g;YALI1_B29562g
YALI0B22704g;YALI1_B29637g
YALI0B22726g;YALI1_B29662g
YALI0B22748g;YALI1_B29711g
YALI0B22770g;YALI1_B29718g
YALI0B22792g;YALI1_B29742g
YALI0B22814g;YALI1_B29753g
YALI0B22836g;YALI1_B29779g
YALI0B22858g;YALI1_B29785g
YALI0B22880g;YALI1_B29844g
YALI0B22902g;YALI1_B29867g
YALI0B22924g;YALI1_B29883g
YALI0B22946g;YALI1_B29895g
YALI0B22968g;YALI1_B29905g
YALI0B22990g;YALI1_B29915g
YALI0B23012g;YALI1_B29941g
YALI0B23034g;YALI1_B29972g
YALI0B23056g;YALI1_B29977g
YALI0B23078g;YALI1_B29995g
YALI0B23100g;YALI1_B30024g
YALI0B23111g;YALI1_B30036g
YALI0B23122g;YALI1_B30039g
YALI0B23144g;YALI1_B30066g
YALI0B23188g;YALI1_B30090g
YALI0B23210g;YALI1_B30123g
YALI0B23232g;YALI1_B30146g
YALI0B23254g;YALI1_B30162g
YALI0B23276g;YALI1_B30163g
YALI0B23298g;YALI1_B30181g
YALI0B23320g;YALI1_B30182g
YALI0B23342g;YALI1_B30214g
YALI0B23364g;YALI1_B30218g
YALI0B23386g;YALI1_B30234g
YALI0B23408g;YALI1_B30258g
YALI0B23430g;YALI1_B30275g
YALI0B23452g;YALI1_B30293g
;YALI1_B30303g
;YALI1_B30333g
YALI0B23474g;YALI1_B30337g
YALI0B23485r;YALI1_B30365r
YALI0B23496g;YALI1_B30382g
;YALI1_C00083r
;YALI1_C00098g
;YALI1_C00107g
YALI0C00110g;YALI1_C00116g
YALI0C00132g;YALI1_C00141g
YALI0C00165g;YALI1_C00164g
;YALI1_C00167g
;YALI1_C00177g
YALI0C00187g;YALI1_C00209g
YALI0C00209g;YALI1_C00230g
YALI0C00231g;YALI1_C00258g
YALI0C00253g;YALI1_C00293g
YALI0C00275g;YALI1_C00331g
YALI0C00297g;YALI1_C00335g
YALI0C00319g;YALI1_C353g
YALI0C00341g;YALI1_C00368g
YALI0C00363g;YALI1_C00422g
YALI0C00385g;YALI1_C00442g
YALI0C00407g;YALI1_C00464g
YALI0C00429g;YALI1_C00503g
YALI0C00451g;YALI1_C00550g
YALI0C00473g;YALI1_C00615g
YALI0C00495g;YALI1_C00694g
;YALI1_C00710g
YALI0C00517r;YALI1_C00732r
YALI0C00539g;YALI1_C00739g
YALI0C00550g;YALI1_C00766g
YALI0C00561g;YALI1_C00772g
YALI0C00583g;YALI1_C00784g
YALI0C00605g;YALI1_C00802g
YALI0C00627g;YALI1_C00826g
;YALI1_C00827g
YALI0C00649g;YALI1_C00841g
;YALI1_C00852g
;YALI1_C00874g
YALI0C00671g;YALI1_C00913g
YALI0C00693g;YALI1_C00958g
YALI0C00715g;YALI1_C00962g
YALI0C00759g;YALI1_C00999g
YALI0C00781g;YALI1_C01043g
YALI0C00803g;YALI1_C01072g
YALI0C00825g;YALI1_C01106g
YALI0C00847g;YALI1_C01129g
YALI0C00869g;YALI1_C01161g
YALI0C00891g;YALI1_C01244g
;YALI1_C01262g
YALI0C00913g;YALI1_C01297g
;YALI1_C01301t
YALI0C00957g;YALI1_C01338g
YALI0C00979g;YALI1_C01356g
YALI0C01001g;YALI1_C01393g
YALI0C01023g;YALI1_C01416g
YALI0C01045g;YALI1_C01433g
YALI0C01067g;YALI1_C01491g
YALI0C01089g;YALI1_C01505g
YALI0C01111g;YALI1_C01520g
YALI0C01133g;YALI1_C01535g
YALI0C01155g;YALI1_C01576g
;YALI1_C01590g
YALI0C01177g;YALI1_C01596g
YALI0C01199g;YALI1_C01675g
;YALI1_C01694g
YALI0C01221g;YALI1_C01720g
YALI0C01243g;YALI1_C01789g
YALI0C01287g;YALI1_C01800g
YALI0C01309g;YALI1_C01810g
YALI0C01331g;YALI1_C01826g
;YALI1_C01843g
YALI0C01375g;YALI1_C01847g
YALI0C01397g;YALI1_C01876g
YALI0C01411g;YALI1_C01944g
YALI0C01419g;YALI1_C01965g
YALI0C01441g;YALI1_C01993g
;YALI1_C02044g
YALI0C01463g;YALI1_C02053g
YALI0C01485g;YALI1_C02086g
YALI0C01507g;YALI1_C02117g
YALI0C01529r;YALI1_C02125r
YALI0C01573g;YALI1_C02152g
;YALI1_C02160g
YALI0C01595g;YALI1_C02188g
YALI0C01617g;YALI1_C02215g
YALI0C01639g;YALI1_C02248g
YALI0C01672r;YALI1_C02285r
;YALI1_C02291g
YALI0C01694g;YALI1_C02332g
;YALI1_C02374g
YALI0C01716g;YALI1_C02391g
YALI0C01738g;YALI1_C02402g
;YALI1_C02421g
;YALI1_C02424g
YALI0C01760g;YALI1_C02441g
YALI0C01782g;YALI1_C02487g
YALI0C01804r;YALI1_C02507r
YALI0C01815r;YALI1_C02508r
YALI0C01826g;YALI1_C02521g
YALI0C01859g;YALI1_C02550g
YALI0C01881r;YALI1_C02570r
YALI0C01903g;YALI1_C02588g
YALI0C01925g;YALI1_C02611g
YALI0C01947g;YALI1_C02624g
YALI0C01969g;YALI1_C02639g
YALI0C01991g;YALI1_C02686g
YALI0C02013r;YALI1_C02696r
YALI0C02035r;YALI1_C02704r
YALI0C02057g;YALI1_C02831g
YALI0C02079r;YALI1_C02849r
;YALI1_C02856r
YALI0C02123r;YALI1_C02857r
YALI0C02167g;YALI1_C02866g
;YALI1_C02873g
YALI0C02189r;YALI1_C02882r
YALI0C02211g;YALI1_C02904g
YALI0C02233g;YALI1_C03036g
;YALI1_C03197g
;YALI1_C03201g
;YALI1_C03213g
YALI0C02255g;YALI1_C03221g
YALI0C02277r;YALI1_C03226r
YALI0C02321g;YALI1_C03246g
;YALI1_C03261g
YALI0C02343g;YALI1_C03272g
;YALI1_C03286g
YALI0C02365g;YALI1_C03335g
YALI0C02387g;YALI1_C03349g
;YALI1_C03360g
;YALI1_C03374g
YALI0C02409g;YALI1_C03378g
YALI0C02431g;YALI1_C03415g
YALI0C02453g;YALI1_C03461g
YALI0C02475g;YALI1_C03495g
YALI0C02497g;YALI1_C03513g
YALI0C02519g;YALI1_C03534g
YALI0C02541g;YALI1_C03550g
YALI0C02563g;YALI1_C03582g
YALI0C02585g;YALI1_C03596g
YALI0C02607g;YALI1_C03615g
YALI0C02629g;YALI1_C03674g
;YALI1_C03696g
YALI0C02651g;YALI1_C03735g
YALI0C02673r;YALI1_C03752r
YALI0C02717g;YALI1_C03774g
;YALI1_C03821g
YALI0C02739r;YALI1_C03829r
YALI0C02761g;YALI1_C03842g
YALI0C02783g;YALI1_C03848g
YALI0C02805g;YALI1_C03874g
YALI0C02827g;YALI1_C03887g
YALI0C02849g;YALI1_C03914g
YALI0C02871g;YALI1_C03933g
YALI0C02893g;YALI1_C03939g
YALI0C02915g;YALI1_C03948g
YALI0C02937g;YALI1_C03969g
YALI0C02959g;YALI1_C03988g
YALI0C02981g;YALI1_C04031g
;YALI1_C04041g
YALI0C03003g;YALI1_C04067g
YALI0C03025g;YALI1_C04093g
YALI0C03047g;YALI1_C04117g
;YALI1_C04126g
YALI0C03069g;YALI1_C04143g
YALI0C03091g;YALI1_C04162g
YALI0C03113r;YALI1_C04172r
YALI0C03124r;YALI1_C04173r
YALI0C03135g;YALI1_C04201g
YALI0C03157r;YALI1_C04241r
YALI0C03179g;YALI1_C04265g
YALI0C03201g;YALI1_C04281g
YALI0C03223g;YALI1_C04302g
YALI0C03245g;YALI1_C04328g
YALI0C03267g;YALI1_C04351g
YALI0C03289r;YALI1_C04363r
YALI0C03333g;YALI1_C04389g
YALI0C03355g;YALI1_C04401g
YALI0C03377g;YALI1_C04436g
YALI0C03391r;YALI1_C04456r
YALI0C03399g;YALI1_C04490g
YALI0C03421g;YALI1_C04531g
;YALI1_C04532g
YALI0C03443g;YALI1_C04553g
YALI0C03465g;YALI1_C04570g
;YALI1_C04577t
YALI0C03498g;YALI1_C04599t
YALI0C03520g;YALI1_C04672g
YALI0C03542g;YALI1_C04690g
YALI0C03564g;YALI1_C04720g
YALI0C03586g;YALI1_C04771g
;YALI1_C04778g
YALI0C03608g;YALI1_C04798g
YALI0C03630g;YALI1_C04818g
YALI0C03652g;YALI1_C04853g
;YALI1_C04868g
YALI0C03674g;YALI1_C04882g
YALI0C03696g;YALI1_C04925g
;YALI1_C04938g
YALI0C03718g;YALI1_C04962g
YALI0C03740r;YALI1_C04977r
YALI0C03762g;YALI1_C04991g
YALI0C03784g;YALI1_C04996g
YALI0C03806g;YALI1_C05022g
YALI0C03828g;YALI1_C05088g
YALI0C03850g;YALI1_C05125g
YALI0C03872g;YALI1_C05133g
YALI0C03894g;YALI1_C05178g
YALI0C03916g;YALI1_C05204g
YALI0C03938r;YALI1_C05242r
YALI0C03982g;YALI1_C05252g
YALI0C04004g;YALI1_C05264g
YALI0C04026g;YALI1_C05296g
;YALI1_C05323g
YALI0C04048g;YALI1_C05347g
YALI0C04070g;YALI1_C05372g
YALI0C04092g;YALI1_C05386g
YALI0C04114g;YALI1_C05423g
YALI0C04136g;YALI1_C05494g
;YALI1_C05507g
YALI0C04158g;YALI1_C05554g
;YALI1_C05562g
YALI0C04180g;YALI1_C05570g
YALI0C04213g;YALI1_C05636g
YALI0C04235g;YALI1_C05649g
YALI0C04257g;YALI1_C05710g
YALI0C04279g;YALI1_C05734g
;YALI1_C05756g
YALI0C04301g;YALI1_C05757g
YALI0C04323g;YALI1_C05789g
YALI0C04345g;YALI1_C05813g
YALI0C04367g;YALI1_C05820g
;YALI1_C05837g
YALI0C04389g;YALI1_C05857g
YALI0C04411g;YALI1_C05880g
YALI0C04433g;YALI1_C05908g
YALI0C04455g;YALI1_C05931g
YALI0C04477g;YALI1_C05972g
YALI0C04499g;YALI1_C06006g
;YALI1_C06023g
YALI0C04521g;YALI1_C06032g
YALI0C04543g;YALI1_C06041g
YALI0C04565g;YALI1_C06071g
YALI0C04587g;YALI1_C06106g
;YALI1_C06118g
YALI0C04620g;YALI1_C06137g
YALI0C04642r;YALI1_C06179r
YALI0C04686g;YALI1_C06191g
YALI0C04686g;YALI1_C06201g
;YALI1_C06211g
YALI0C04730g;YALI1_C06222g
YALI0C04752r;YALI1_C06243r
YALI0C04763r;YALI1_C06244r
YALI0C04774g;YALI1_C06259g
YALI0C04796g;YALI1_C06298g
;YALI1_C06301g
YALI0C04818g;YALI1_C06328g
YALI0C04840r;YALI1_C06342r
YALI0C04884g;YALI1_C06368g
;YALI1_C06384r
YALI0C04906g;YALI1_C06394g
YALI0C04928g;YALI1_C06414g
YALI0C04950r;YALI1_C06425r
YALI0C04994r;YALI1_C06435r
YALI0C05038g;YALI1_C06459g
YALI0C05060g;YALI1_C06486g
YALI0C05082g;YALI1_C06511g
YALI0C05104g;YALI1_C06532g
YALI0C05126g;YALI1_C06548g
YALI0C05148g;YALI1_C06597g
YALI0C05170g;YALI1_C06626g
YALI0C05192r;YALI1_C06644r
;YALI1_C06645r
YALI0C05236g;YALI1_C06655g
YALI0C05258g;YALI1_C06681g
YALI0C05280g;YALI1_C06695g
YALI0C05302g;YALI1_C06716g
;YALI1_C06724g
YALI0C05313r;YALI1_C06735r
;YALI1_C06753g
YALI0C05324g;YALI1_C06770g
YALI0C05346g;YALI1_C06870g
YALI0C05368g;YALI1_C06917g
YALI0C05423r;YALI1_C06944r
YALI0C05390g;YALI1_C06929g
YALI0C05467g;YALI1_C06951g
YALI0C05489g;YALI1_C06973g
YALI0C05500g;YALI1_C06994g
YALI0C05511g;YALI1_C07028g
;YALI1_C07063g
YALI0C05533g;YALI1_C07077g
;YALI1_C07081g
YALI0C05544r;YALI1_C07087r
YALI0C05555g;YALI1_C07109g
YALI0C05577g;YALI1_C07117g
YALI0C05599g;YALI1_C07137g
;YALI1_C07152g
YALI0C05621g;YALI1_C07170g
YALI0C05643g;YALI1_C07199g
;YALI1_C07216g
;YALI1_C07223g
YALI0C05665g;YALI1_C07239g
YALI0C05687g;YALI1_C07288g
YALI0C05709g;YALI1_C07360g
YALI0C05731g;YALI1_C07397g
YALI0C05753g;YALI1_C07423g
YALI0C05775g;YALI1_C07451g
YALI0C05797g;YALI1_C07481g
YALI0C05819g;YALI1_C07495g
;YALI1_C07516g
YALI0C05841g;YALI1_C07519g
YALI0C05863g;YALI1_C07534g
YALI0C05885g;YALI1_C07562g
YALI0C05907g;YALI1_C07592g
YALI0C05929g;YALI1_C07613g
;YALI1_C07614g
YALI0C05951g;YALI1_C07638g
;YALI1_C07664g
YALI0C05973g;YALI1_C07670g
;YALI1_C07691g
YALI0C05995g;YALI1_C07721g
YALI0C06017g;YALI1_C07758g
YALI0C06039g;YALI1_C07770g
YALI0C06061g;YALI1_C07780g
YALI0C06083g;YALI1_C07816g
;YALI1_C07840g
;YALI1_C07872g
YALI0C06105g;YALI1_C07894g
YALI0C06127g;YALI1_C07948g
YALI0C06149g;YALI1_C07979g
YALI0C06171g;YALI1_C08017g
YALI0C06193g;YALI1_C08040g
YALI0C06215g;YALI1_C08065g
YALI0C06237g;YALI1_C08106g
YALI0C06259g;YALI1_C08151g
YALI0C06281g;YALI1_C08173g
YALI0C06303g;YALI1_C08197g
YALI0C06325g;YALI1_C08218g
YALI0C06347g;YALI1_C08242g
;YALI1_C08245g
YALI0C06369g;YALI1_C08262g
;YALI1_C08275g
YALI0C06391g;YALI1_C08298g
YALI0C06424g;YALI1_C08523g
YALI0C06446g;YALI1_C08548g
YALI0C06460g;YALI1_C08600g
YALI0C06468r;YALI1_C08688r
YALI0C06490g;YALI1_C08702g
YALI0C06512g;YALI1_C08748g
YALI0C06556g;YALI1_C08791g
YALI0C06578g;YALI1_C08834g
YALI0C06600g;YALI1_C08882g
YALI0C06622g;YALI1_C08893g
YALI0C06644g;YALI1_C08922g
;YALI1_C08923g
YALI0C06666r;YALI1_C08938r
YALI0C06688r;YALI1_C08942r
YALI0C06710g;YALI1_C08952g
YALI0C06732g;YALI1_C08983g
YALI0C06754g;YALI1_C09009g
YALI0C06776g;YALI1_C09033g
YALI0C06798g;YALI1_C09072g
YALI0C06820g;YALI1_C09094g
YALI0C06842g;YALI1_C09133g
;YALI1_C09137g
YALI0C06853g;YALI1_C09150g
;YALI1_C09181g
;YALI1_C09195g
YALI0C06864g;YALI1_C09200g
YALI0C06886g;YALI1_C09230g
YALI0C06908g;YALI1_C09260g
YALI0C06930g;YALI1_C09285g
YALI0C06952g;YALI1_C09308g
YALI0C06974g;YALI1_C09343g
YALI0C06996g;YALI1_C09380g
YALI0C07018g;YALI1_C09390g
YALI0C07040g;YALI1_C09415g
YALI0C07062g;YALI1_C09451g
YALI0C07084r;YALI1_C09462r
YALI0C07128g;YALI1_C09467g
YALI0C07150g;YALI1_C09489g
YALI0C07172g;YALI1_C09552g
YALI0C07194g;YALI1_C09606g
YALI0C07216r;YALI1_C09626r
YALI0C07227r;YALI1_C09627r
YALI0C07238g;YALI1_C09639g
YALI0C07260g;YALI1_C09642g
YALI0C07282g;YALI1_C09667g
YALI0C07304g;YALI1_C09696g
YALI0C07326g;YALI1_C09718g
YALI0C07348g;YALI1_C09750g
YALI0C07370r;YALI1_C09756r
YALI0C07414g;YALI1_C09773g
;YALI1_C09781t
;YALI1_C09803t
YALI0C07436g;YALI1_C09851g
;YALI1_C09878g
;YALI1_C09885g
YALI0C07502g;YALI1_C09923g
YALI0C07524g;YALI1_C09950g
YALI0C07546g;YALI1_C09977g
YALI0C07568g;YALI1_C10016g
YALI0C07590g;YALI1_C10041g
;YALI1_C10086g
YALI0C07612g;YALI1_C10121g
;YALI1_C10133g
YALI0C07634g;YALI1_C10173g
YALI0C07656g;YALI1_C10203g
YALI0C07678g;YALI1_C10232g
YALI0C07700g;YALI1_C10271g
YALI0C07722g;YALI1_C10293g
YALI0C07744g;YALI1_C10318g
YALI0C07777g;YALI1_C10345g
;YALI1_C10382g
YALI0C07821g;YALI1_C10385g
YALI0C07843g;YALI1_C10463g
YALI0C07865g;YALI1_C10480g
YALI0C07887g;YALI1_C10492g
YALI0C07909g;YALI1_C10497g
YALI0C07931g;YALI1_C10534g
YALI0C07953g;YALI1_C10555g
;YALI1_C10591t
;YALI1_C10612t
YALI0C07975g;YALI1_C10675g
YALI0C08030g;YALI1_C10718g
YALI0C08052g;YALI1_C10730g
YALI0C08074g;YALI1_C10762g
YALI0C08096g;YALI1_C10787g
YALI0C08096g;YALI1_C10806g
YALI0C08118g;YALI1_C10860g
YALI0C08140g;YALI1_C10990g
;YALI1_C11057g
YALI0C08184g;YALI1_C11077g
YALI0C08206g;YALI1_C11096g
YALI0C08220g;YALI1_C11100g
YALI0C08228g;YALI1_C11131g
YALI0C08250g;YALI1_C11203g
YALI0C08283g;YALI1_C11234g
;YALI1_C11241g
YALI0C08305g;YALI1_C11271g
;YALI1_C11352g
;YALI1_C11365g
;YALI1_C11382g
YALI0C08349g;YALI1_C11441g
YALI0C08371g;YALI1_C11501g
YALI0C08393g;YALI1_C11521g
YALI0C08415g;YALI1_C11552g
YALI0C08437g;YALI1_C11581g
YALI0C08459g;YALI1_C11589g
YALI0C08473g;YALI1_C11694g
;YALI1_C11707g
YALI0C08481g;YALI1_C11715g
YALI0C08503r;YALI1_C11733r
YALI0C08547g;YALI1_C11744g
YALI0C08569g;YALI1_C11773g
YALI0C08591g;YALI1_C11819g
YALI0C08613g;YALI1_C11836g
;YALI1_C11843g
YALI0C08635g;YALI1_C11862g
YALI0C08657g;YALI1_C11883g
YALI0C08679g;YALI1_C11902g
YALI0C08701g;YALI1_C11925g
YALI0C08723g;YALI1_C11930g
YALI0C08745g;YALI1_C11954g
YALI0C08767g;YALI1_C11970g
YALI0C08782g;YALI1_C12007g
YALI0C08811g;YALI1_C12024g
YALI0C08833g;YALI1_C12038g
;YALI1_C12044t
;YALI1_C12066t
YALI0C08855g;YALI1_C12121g
YALI0C08877g;YALI1_C12140g
YALI0C08899g;YALI1_C12170g
YALI0C08921g;YALI1_C12194g
YALI0C08943g;YALI1_C12220g
YALI0C08960g;YALI1_C12282g
YALI0C08965g;YALI1_C12317g
YALI0C08987g;YALI1_C12333g
YALI0C08998r;YALI1_C12370r
YALI0C09009g;YALI1_C12406g
;YALI1_C12433g
;YALI1_C12441g
;YALI1_C12474g
YALI0C09031g;YALI1_C12513g
YALI0C09053r;YALI1_C12548r
YALI0C09064r;YALI1_C12549r
YALI0C09075r;YALI1_C12559r
;YALI1_C12570t
YALI0C09119g;YALI1_C12619g
YALI0C09141g;YALI1_C12642g
;YALI1_C12682g
;YALI1_C12686g
YALI0C09163g;YALI1_C12695g
YALI0C09185g;YALI1_C12725g
;YALI1_C12755g
YALI0C09218g;YALI1_C12788g
;YALI1_C12834g
YALI0C09232g;YALI1_C12845g
YALI0C09240g;YALI1_C12883g
YALI0C09262g;YALI1_C12900g
YALI0C09284g;YALI1_C12941g
YALI0C09299g;YALI1_C12970g
YALI0C09328g;YALI1_C13000g
YALI0C09350g;YALI1_C13007g
YALI0C09372g;YALI1_C13026g
YALI0C09394g;YALI1_C13038g
YALI0C09405r;YALI1_C13071r
YALI0C09416r;YALI1_C13072r
YALI0C09438g;YALI1_C13093g
YALI0C09460g;YALI1_C13106g
;YALI1_C13142g
YALI0C09482g;YALI1_C13162g
YALI0C09504g;YALI1_C13186g
YALI0C09526g;YALI1_C13227g
YALI0C09548g;YALI1_C13241g
YALI0C09570g;YALI1_C13261g
YALI0C09592g;YALI1_C13284g
YALI0C09614g;YALI1_C13302g
YALI0C09636g;YALI1_C13355g
;YALI1_C13389g
;YALI1_C13397g
YALI0C09658g;YALI1_C13410g
YALI0C09680g;YALI1_C13453g
;YALI1_C13500g
YALI0C09702g;YALI1_C13506g
;YALI1_C13510g
YALI0C09735g;YALI1_C13522g
YALI0C09757g;YALI1_C13560g
;YALI1_C13565g
;YALI1_C13578g
;YALI1_C13611g
YALI0C09779g;YALI1_C13642g
YALI0C09801g;YALI1_C13652g
;YALI1_C13676g
YALI0C09823g;YALI1_C13689g
YALI0C09845g;YALI1_C13726g
YALI0C09867t;YALI1_C13741t
YALI0C09889g;YALI1_C13768g
YALI0C09904g;YALI1_C13817g
YALI0C09933g;YALI1_C13856g
YALI0C09966g;YALI1_C13879g
YALI0C09988g;YALI1_C13890g
;YALI1_C13910g
;YALI1_C13919g
;YALI1_C13928g
YALI0C10010g;YALI1_C13973g
;YALI1_C14024g
;YALI1_C14027g
YALI0C10032g;YALI1_C14079g
YALI0C10054g;YALI1_C14106g
YALI0C10076g;YALI1_C14125g
;YALI1_C14147g
YALI0C10098g;YALI1_C14169g
YALI0C10120g;YALI1_C14183g
YALI0C10135g;YALI1_C14228g
;YALI1_C14249g
YALI0C10142g;YALI1_C14273g
;YALI1_C14284g
YALI0C10164r;YALI1_C14290r
;YALI1_C14332g
YALI0C10208g;YALI1_C14369g
;YALI1_C14390g
YALI0C10219r;YALI1_C14402r
;YALI1_C14433g
YALI0C10230g;YALI1_C14450g
YALI0C10252g;YALI1_C14498g
YALI0C10274g;YALI1_C14500g
;YALI1_C14516g
;YALI1_C14543g
YALI0C10292t;YALI1_C14547t
YALI0C10311g;YALI1_C14595g
;YALI1_C14641g
YALI0C10340g;YALI1_C14648g
YALI0C10362r;YALI1_C14658r
YALI0C10384r;YALI1_C14691r
YALI0C10406r;YALI1_C14692r
YALI0C10428g;YALI1_C14709g
;YALI1_C14725g
YALI0C10450g;YALI1_C14738g
YALI0C10472g;YALI1_C14774g
YALI0C10494g;YALI1_C14787g
YALI0C10516g;YALI1_C14818g
YALI0C10538g;YALI1_C14823g
YALI0C10560g;YALI1_C14843g
;YALI1_C14859g
YALI0C10604g;YALI1_C14884g
;YALI1_C14910g
YALI0C10626g;YALI1_C14931g
YALI0C10637r;YALI1_C14949r
YALI0C10648g;YALI1_C15021g
YALI0C10670g;YALI1_C15048g
YALI0C10692g;YALI1_C15077g
YALI0C10714g;YALI1_C15084g
YALI0C10736g;YALI1_C15105g
YALI0C10758g;YALI1_C15115g
YALI0C10780g;YALI1_C15180g
YALI0C10802g;YALI1_C15186g
YALI0C10824g;YALI1_C15201g
YALI0C10846g;YALI1_C15217g
YALI0C10868g;YALI1_C15263t
YALI0C10879g;YALI1_C15284t
YALI0C10901g;YALI1_C15297g
;YALI1_C15307g
YALI0C10923g;YALI1_C15322g
YALI0C10945g;YALI1_C15359g
;YALI1_C15369g
;YALI1_C15377g
;YALI1_C15388g
YALI0C10967g;YALI1_C15398g
;YALI1_C15412g
YALI0C10989g;YALI1_C15420g
YALI0C11011g;YALI1_C15445g
;YALI1_C15454g
YALI0C11033g;YALI1_C15465g
YALI0C11055g;YALI1_C15489g
YALI0C11077g;YALI1_C15492g
;YALI1_C15516g
YALI0C11099g;YALI1_C15526g
;YALI1_C15532g
;YALI1_C15540g
YALI0C11121g;YALI1_C15556g
YALI0C11165g;YALI1_C15610g
;YALI1_C15611g
YALI0C11187r;YALI1_C15648r
YALI0C11198r;YALI1_C15649r
YALI0C11209g;YALI1_C15674g
YALI0C11231g;YALI1_C15687g
YALI0C11253g;YALI1_C15707g
YALI0C11275g;YALI1_C15745g
YALI0C11297g;YALI1_C15776g
YALI0C11319g;YALI1_C15803g
YALI0C11341g;YALI1_C15832g
YALI0C11363g;YALI1_C15945g
;YALI1_C15947g
YALI0C11385g;YALI1_C15964g
YALI0C11407g;YALI1_C15991g
YALI0C11429g;YALI1_C16080g
YALI0C11451g;YALI1_C16091g
;YALI1_C16099g
YALI0C11473g;YALI1_C16108g
;YALI1_C16133g
YALI0C11495g;YALI1_C16150g
YALI0C11517g;YALI1_C16183g
YALI0C11539g;YALI1_C16200g
YALI0C11561g;YALI1_C16204g
YALI0C11583g;YALI1_C16255g
YALI0C11605g;YALI1_C16275g
;YALI1_C16283g
YALI0C11627g;YALI1_C16294g
YALI0C11649g;YALI1_C16305g
YALI0C11671g;YALI1_C16333g
;YALI1_C16347g
;YALI1_C16352g
YALI0C11693g;YALI1_C16378g
YALI0C11715g;YALI1_C16395g
YALI0C11737r;YALI1_C16416r
;YALI1_C16420g
YALI0C11781g;YALI1_C16431g
YALI0C11803g;YALI1_C16485g
YALI0C11825g;YALI1_C16515g
YALI0C11836g;YALI1_C16526g
YALI0C11858g;YALI1_C16572g
YALI0C11880g;YALI1_C16621g
YALI0C11902r;YALI1_C16637r
;YALI1_C16648g
YALI0C11946g;YALI1_C16653g
;YALI1_C16688g
;YALI1_C16694g
YALI0C11968g;YALI1_C16712g
YALI0C11990r;YALI1_C16728r
YALI0C12012g;YALI1_C16770g
;YALI1_C16809g
;YALI1_C16827g
YALI0C12034g;YALI1_C16851g
YALI0C12056g;YALI1_C16932g
YALI0C12078r;YALI1_C16939r
YALI0C12100g;YALI1_C16961g
;YALI1_C16969g
;YALI1_C16982g
YALI0C12122g;YALI1_C17031g
YALI0C12144g;YALI1_C17050g
YALI0C12166g;YALI1_C17078g
YALI0C12188g;YALI1_C17091g
YALI0C12210g;YALI1_C17100g
;YALI1_C17133g
YALI0C12232g;YALI1_C17163g
YALI0C12254g;YALI1_C17187g
;YALI1_C17216g
;YALI1_C17220g
YALI0C12276g;YALI1_C17238g
YALI0C12298r;YALI1_C17259r
YALI0C12309r;YALI1_C17260r
YALI0C12320r;YALI1_C17285r
;YALI1_C17295g
;YALI1_C17307g
;YALI1_C17314g
;YALI1_C17343g
;YALI1_C17354g
YALI0C12342g;YALI1_C17411g
;YALI1_C17419g
;YALI1_C17423g
;YALI1_C17440g
YALI0C12364g;YALI1_C17453g
;YALI1_C17498g
;YALI1_C17514g
;YALI1_C17519g
;YALI1_C17524g
;YALI1_C17537g
YALI0C12386g;YALI1_C17566g
YALI0C12408g;YALI1_C17580g
YALI0C12430g;YALI1_C17609g
;YALI1_C17640g
YALI0C12474g;YALI1_C17680g
YALI0C12496g;YALI1_C17700g
YALI0C12518g;YALI1_C17719g
YALI0C12551g;YALI1_C17728g
YALI0C12573g;YALI1_C17763g
YALI0C12595g;YALI1_C17782g
YALI0C12617g;YALI1_C17800g
YALI0C12639g;YALI1_C17820g
YALI0C12661g;YALI1_C17848g
YALI0C12727g;YALI1_C17904g
YALI0C12749g;YALI1_C17932g
YALI0C12771g;YALI1_C17947g
YALI0C12793g;YALI1_C17949g
YALI0C12815r;YALI1_C17959r
YALI0C12859g;YALI1_C17988g
YALI0C12881g;YALI1_C17995g
